,Headlines,Date,level_0,index,Close,High,Low,Open,Volume
303,Why Facebook Is After Your Kids ; Sony Freezes Gaming Accounts After Hacking Attack ; Congress Ends 5-Year Standoff on Trade Deals in Rare Accord ; Arrest Is Made in Hacking of Celebrities’ Private E-Mail ; Why Facebook Is After Your Kids ; Sony Freezes Gaming Accounts After Hacking Attack ; Congress Ends 5-Year Standoff on Trade Deals in Rare Accord ; Arrest Is Made in Hacking of Celebrities’ Private E-Mail,2011-10-12,326,326,1.8533329963684082,1.8666670322418213,1.8133330345153809,1.8166669607162476,16851000
304,"Should Children Be Allowed on Facebook? ; Goodell, Union to Meet with Congress on H.G.H. Testing ; Catching Up on All the New Facebook Features ; Should Children Be Allowed on Facebook? ; Goodell, Union to Meet with Congress on H.G.H. Testing ; Catching Up on All the New Facebook Features",2011-10-13,327,327,1.8626669645309448,1.8980000019073486,1.829332947731018,1.8420000076293945,15652500
305,"Debating a Labor Contract on Facebook ; New Jersey High School Teacher Posts Anti-Gay Entry on Facebook ; In and From Congress, Calls to Limit Pentagon Cuts ; Goodell and Union to Meet With Congress on Blood Testing ; Assemblyman Appears Ready to Join Race for Congress ; Debating a Labor Contract on Facebook ; New Jersey High School Teacher Posts Anti-Gay Entry on Facebook ; In and From Congress, Calls to Limit Pentagon Cuts ; Goodell and Union to Meet With Congress on Blood Testing ; Assemblyman Appears Ready to Join Race for Congress",2011-10-14,328,328,1.8700000047683716,1.9033329486846924,1.8173329830169678,1.8666670322418213,21007500
306,"Some Risks as Obama Confronts Congress ; News International Knew of Broader Hacking in 2008, Lawmakers Are Told ; Facebook Changes Inspire More Grumbling ; Some Risks as Obama Confronts Congress ; News International Knew of Broader Hacking in 2008, Lawmakers Are Told ; Facebook Changes Inspire More Grumbling",2011-10-19,331,331,1.8380000591278076,1.8706669807434082,1.8200000524520874,1.8680000305175781,11893500
307,"Smile and Metaphor, Crossing Borough Lines ; Does Facebook Change Your Brain? ; A Bank Lives On in Memory and Metal ; Smile and Metaphor, Crossing Borough Lines ; Does Facebook Change Your Brain? ; A Bank Lives On in Memory and Metal",2011-10-20,332,332,1.8226670026779175,1.831333041191101,1.7999999523162842,1.829332947731018,14995500
308,How Do You Use Facebook? ; Facebook’s Impact on Student Grades ; Q. and A. | How Facebook Use Correlates With Student Outcomes ; How Do You Use Facebook? ; Facebook’s Impact on Student Grades ; Q. and A. | How Facebook Use Correlates With Student Outcomes,2011-10-21,333,333,1.8686670064926147,1.886667013168335,1.8006670475006104,1.8266669511795044,17139000
309,"In Phone Hacking Inquiry, a Renewed Focus on Executives ; In Phone Hacking Inquiry, a Renewed Focus on Executives",2011-10-24,334,334,1.9033329486846924,1.9259999990463257,1.850000023841858,1.8580000400543213,14109000
310,Congressman Objects to Chinese Diplomacy ; Americans’ Approval of Congress Drops to Single Digits ; E.R. Care and Abortion: A G.O.P. Congressman’s View ; Congress Wants Hearing on H.G.H. Testing in N.F.L. ; Congressman Objects to Chinese Diplomacy ; Americans’ Approval of Congress Drops to Single Digits ; E.R. Care and Abortion: A G.O.P. Congressman’s View ; Congress Wants Hearing on H.G.H. Testing in N.F.L.,2011-10-25,335,335,1.8833329677581787,1.9240000247955322,1.8533329963684082,1.8819999694824219,9816000
311,Sprint’s Hand in Antitrust Suit ; Sprint’s Hand in Antitrust Suit,2011-10-26,336,336,1.8653329610824585,1.891332983970642,1.8266669511795044,1.8793330192565918,7657500
312,Q. and A. With Lou Reed and Metallica’s James Hetfield and Lars Ulrich ; Lazard’s Quarterly Earnings Drop 15% ; Facebook-Led Consortium Plans to Remake Big Computing ; Q. and A. With Lou Reed and Metallica’s James Hetfield and Lars Ulrich ; Lazard’s Quarterly Earnings Drop 15% ; Facebook-Led Consortium Plans to Remake Big Computing,2011-10-27,337,337,1.9173330068588257,1.9299999475479126,1.8739999532699585,1.8893330097198486,13041000
313,Republican Candidates Brace for Congressional Committee’s Deadline ; Republican Candidates Brace for Congressional Committee’s Deadline,2011-10-28,338,338,1.9913330078125,2.0,1.8673330545425415,1.899999976158142,18960000
314,Congress Questions the I.R.S. About Delays in Its Oversight of Nonprofit Hospitals ; Congressional Voting Records Show Few With Perfect Attendance ; Wheelies: Floods in Thailand May Change CR-V Timetable ; Congress Questions the I.R.S. About Delays in Its Oversight of Nonprofit Hospitals ; Congressional Voting Records Show Few With Perfect Attendance ; Wheelies: Floods in Thailand May Change CR-V Timetable,2011-11-01,340,340,1.925333023071289,1.9279999732971191,1.8666670322418213,1.8926670551300049,9528000
315,"Meeting With Chinese, Official Tests Limits Set by Congress ; Why Parents Lie to Let Kids Join Facebook ; An autumn aggro special, including an interview with Trash Talk, the California hardcore band, and a critical assessment of “Lulu,” the new album by Lou Reed and Metallica. ; Meeting With Chinese, Official Tests Limits Set by Congress ; Why Parents Lie to Let Kids Join Facebook ; An autumn aggro special, including an interview with Trash Talk, the California hardcore band, and a critical assessment of “Lulu,” the new album by Lou Reed and Metallica.",2011-11-03,342,342,2.1640000343322754,2.1659998893737793,1.9686670303344727,2.0,37645500
316,Congress Considers Increased Financing to Study Alcohol Interlocks ; News Corp. Starts Compensation Process for Phone Hacking Claims ; Lead Guitarist of Metal Band Found Dead on Tour Bus ; Congress Considers Increased Financing to Study Alcohol Interlocks ; News Corp. Starts Compensation Process for Phone Hacking Claims ; Lead Guitarist of Metal Band Found Dead on Tour Bus,2011-11-04,343,343,2.1540000438690186,2.1600000858306885,2.0339999198913574,2.0973329544067383,45493500
317,Zuckerberg and Sandberg Discuss Facebook’s Future ; Zuckerberg and Sandberg Discuss Facebook’s Future,2011-11-07,344,344,2.0846669673919678,2.1333329677581787,2.049999952316284,2.109333038330078,18994500
318,Murdoch-Owned Tabloid Had Lawyers Investigating Phone Hacking Followed ; Students Press Congress to Sustain Investment in Science ; Facebook Says It Provides a Big Boost to Digital-Music Sites ; Murdoch-Owned Tabloid Had Lawyers Investigating Phone Hacking Followed ; Students Press Congress to Sustain Investment in Science ; Facebook Says It Provides a Big Boost to Digital-Music Sites,2011-11-08,345,345,2.122667074203491,2.1333329677581787,2.0480000972747803,2.0913329124450684,17518500
319,Media Decoder: Facebook’s Boost to Digital-Music Sites ; A Start-Up Offers Help With Advertising on Facebook ; Judge to Release Summary of Detective’s Notes in British Phone-Hacking Scandal ; Media Decoder: Facebook’s Boost to Digital-Music Sites ; A Start-Up Offers Help With Advertising on Facebook ; Judge to Release Summary of Detective’s Notes in British Phone-Hacking Scandal,2011-11-09,346,346,2.058666944503784,2.0993330478668213,2.0199999809265137,2.058000087738037,14305500
320,F.T.C. Said to Be Near Facebook Privacy Deal ; F.T.C. Said to Be Near Facebook Privacy Deal,2011-11-10,347,347,2.0886669158935547,2.0999999046325684,2.043333053588867,2.062666893005371,11209500
321,"Rich Man, Poor Man; Congress Has Both ; Rich Man, Poor Man; Congress Has Both",2011-11-11,348,348,2.2426669597625732,2.299999952316284,2.0380001068115234,2.126667022705078,58024500
322,Wyoming Congresswoman to Endorse Romney ; Wyoming Congresswoman to Endorse Romney,2011-11-14,349,349,2.2146670818328857,2.2360000610351562,2.1746668815612793,2.200000047683716,19885500
323,Nisshin Steel and Nippon Metal to Merge ; Facebook Fights a Nasty Spam Attack ; Facebook Timeline Bumps Online Narcissism Up a Notch ; Nisshin Steel and Nippon Metal to Merge ; Facebook Fights a Nasty Spam Attack ; Facebook Timeline Bumps Online Narcissism Up a Notch,2011-11-15,350,350,2.26200008392334,2.293333053588867,2.181999921798706,2.194667100906372,13365000
324,"Congress Blocks New Rules on School Lunches ; In Attempt to Force Talks, N.B.A. Players File Antitrust Suit ; Prices of Rare Earth Metals Declining Sharply ; Four Astronauts Are Honored by Congress ; ‘Pox Parties’ in the Age of Facebook ; Congress Blocks New Rules on School Lunches ; In Attempt to Force Talks, N.B.A. Players File Antitrust Suit ; Prices of Rare Earth Metals Declining Sharply ; Four Astronauts Are Honored by Congress ; ‘Pox Parties’ in the Age of Facebook",2011-11-16,351,351,2.3293330669403076,2.3333330154418945,2.2266669273376465,2.2320001125335693,27498000
325,Does Congress Hear the Occupiers? ; Lawyer Outlines Methods Used by British Paper in Hacking Case ; Energy Secretary to Defend Solyndra Loan to Congress ; House Leaders Plan Facebook Hackathon ; Manager Who Claimed to Own Facebook Shares Charged With Fraud ; Does Congress Hear the Occupiers? ; Lawyer Outlines Methods Used by British Paper in Hacking Case ; Energy Secretary to Defend Solyndra Loan to Congress ; House Leaders Plan Facebook Hackathon ; Manager Who Claimed to Own Facebook Shares Charged With Fraud,2011-11-17,352,352,2.245332956314087,2.326667070388794,2.2126669883728027,2.299999952316284,20239500
326,Testimony in British Hacking Inquiry Takes Debate Beyond Murdoch’s Empire ; Facebook Chat With Andrew Rosenthal ; Hugh Grant Testifies at Phone-Hacking Inquiry ; TimesCast | Congressional Deadlock ; Today’s Scuttlebot: Hacking Siri and Season’s Greetings in Computer Code ; Testimony in British Hacking Inquiry Takes Debate Beyond Murdoch’s Empire ; Facebook Chat With Andrew Rosenthal ; Hugh Grant Testifies at Phone-Hacking Inquiry ; TimesCast | Congressional Deadlock ; Today’s Scuttlebot: Hacking Siri and Season’s Greetings in Computer Code,2011-11-21,354,354,2.117332935333252,2.1626670360565186,2.069999933242798,2.1626670360565186,15474000
327,"There Is a Safe Way to Cut Military Spending. Think Congress Will Do It? ; Updating Facebook Status, to Divorced ; Congressional Panel Seeks to Question Corzine ; There Is a Safe Way to Cut Military Spending. Think Congress Will Do It? ; Updating Facebook Status, to Divorced ; Congressional Panel Seeks to Question Corzine",2011-11-22,355,355,2.138000011444092,2.186000108718872,2.069999933242798,2.117332935333252,10989000
328,Automatic Military Cuts May Stand in Congress ; JPMorgan Said to Buy MF Global Stake in London Metal Exchange ; Facebook Chat Redux ; Automatic Military Cuts May Stand in Congress ; JPMorgan Said to Buy MF Global Stake in London Metal Exchange ; Facebook Chat Redux,2011-11-23,356,356,2.0966670513153076,2.136667013168335,2.0833330154418945,2.117332935333252,6777000
329,Q&A: Facebook Photos Missing in Action ; Murky Signals for Congress on Insider Trading ; Q&A: Facebook Photos Missing in Action ; Murky Signals for Congress on Insider Trading,2011-11-25,357,357,2.1106669902801514,2.1606669425964355,2.072000026702881,2.103332996368408,3594000
330,Icahn Offers to Buy Metals Company ; File Under: Huh? Norton Hires Actors to ‘Stage’ Facebook Status Updates ; Icahn Offers to Buy Metals Company ; File Under: Huh? Norton Hires Actors to ‘Stage’ Facebook Status Updates,2011-11-28,358,358,2.1706669330596924,2.2186670303344727,2.120666980743408,2.1333329677581787,10218000
331,"Tax Breaks: Faulting Congress, Not the Philanthropist ; British Inquiry Is Told Hacking Is Worthy Tool ; Gingrich and the Destruction of Congressional Expertise ; F.T.C. Settles Privacy Issue at Facebook ; Today’s Scuttlebot: Facebook Bans at Work and Emoticons ; Tax Breaks: Faulting Congress, Not the Philanthropist ; British Inquiry Is Told Hacking Is Worthy Tool ; Gingrich and the Destruction of Congressional Expertise ; F.T.C. Settles Privacy Issue at Facebook ; Today’s Scuttlebot: Facebook Bans at Work and Emoticons",2011-11-29,359,359,2.1166670322418213,2.204667091369629,2.1086668968200684,2.1659998893737793,8866500
332,"Facebook May Be Forced to Go Public Amid Market Gloom ; How to Free Congress’s Mind ; In Congress, Role Reversal Over Federal Payroll Tax Cut ; British Inquiry Is Told Hacking Is Worthy Tool ; Police Make New Arrest in British Hacking Inquiry ; Daily Report: F.T.C. Settles With Facebook on Privacy Policies ; Congressman Presses California on Fuel-Economy Standards ; 12 Things You Didn’t Know Facebook Could Do ; Facebook May Be Forced to Go Public Amid Market Gloom ; How to Free Congress’s Mind ; In Congress, Role Reversal Over Federal Payroll Tax Cut ; British Inquiry Is Told Hacking Is Worthy Tool ; Police Make New Arrest in British Hacking Inquiry ; Daily Report: F.T.C. Settles With Facebook on Privacy Policies ; Congressman Presses California on Fuel-Economy Standards ; 12 Things You Didn’t Know Facebook Could Do",2011-11-30,360,360,2.1826670169830322,2.1953330039978027,2.1480000019073486,2.1666669845581055,11404500
333,On Our Radar: China Hints at Emissions Timetable ; On Our Radar: China Hints at Emissions Timetable,2011-12-02,362,362,2.2200000286102295,2.246000051498413,2.1600000858306885,2.188667058944702,12042000
334,"Commercial Metals Rejects Icahn’s Bid ; India Asks Google, Facebook to Screen User Content ; Spot Pornography on Facebook for a Quarter-Cent an Image ; Senators and Congressmen, All Trying for a Laugh ; Facebook Acquires Gowalla, a Location-Based Social Service ; Commercial Metals Rejects Icahn’s Bid ; India Asks Google, Facebook to Screen User Content ; Spot Pornography on Facebook for a Quarter-Cent an Image ; Senators and Congressmen, All Trying for a Laugh ; Facebook Acquires Gowalla, a Location-Based Social Service",2011-12-05,363,363,2.2946670055389404,2.3333330154418945,2.2286670207977295,2.23533296585083,17401500
335,N.Y.C. Police Maligned Paradegoers on Facebook ; Minor Bounce for Commercial Metals as Icahn Goes Hostile ; N.Y.C. Police Maligned Paradegoers on Facebook ; Minor Bounce for Commercial Metals as Icahn Goes Hostile,2011-12-06,364,364,2.324666976928711,2.3320000171661377,2.268666982650757,2.2799999713897705,14277000
336,"Today’s Scuttlebot: Ultraslim Laptops and a Facebook Glitch ; Congress, Compromise and the People ; Congress Discusses Enacting Stricter Insider-Trading Laws ; British Police Arrest Man in Scandal Over Hacking ; Today’s Scuttlebot: Ultraslim Laptops and a Facebook Glitch ; Congress, Compromise and the People ; Congress Discusses Enacting Stricter Insider-Trading Laws ; British Police Arrest Man in Scandal Over Hacking",2011-12-07,365,365,2.2793331146240234,2.3259999752044678,2.25333309173584,2.308666944503784,10114500
337,Frenzy of Year-End Activity for Congress ; Need a Pardon? Donate to a Congressman. Being White Also Helps ; U.S. Climate Envoy Seems to Shift Stance on Timetable for New Talks ; Frenzy of Year-End Activity for Congress ; Need a Pardon? Donate to a Congressman. Being White Also Helps ; U.S. Climate Envoy Seems to Shift Stance on Timetable for New Talks,2011-12-08,366,366,2.059333086013794,2.109999895095825,1.9739999771118164,2.055999994277954,49587000
338,Mayor and Congressman Clash on Police at Occupy Wall Street Protests ; Today’s Scuttlebot: War Propaganda and Facebook Fury ; Mayor and Congressman Clash on Police at Occupy Wall Street Protests ; Today’s Scuttlebot: War Propaganda and Facebook Fury,2011-12-09,367,367,2.069333076477051,2.074666976928711,2.018666982650757,2.0360000133514404,18592500
339,"Will Congress Ban Corruption in Its Midst? ; Price Tag Hindering Congress in Struggle to Pass Year-End Legislation ; Disruptions: Privacy Fades in Facebook Era ; Metal, Doom and Gloom Included ; Will Congress Ban Corruption in Its Midst? ; Price Tag Hindering Congress in Struggle to Pass Year-End Legislation ; Disruptions: Privacy Fades in Facebook Era ; Metal, Doom and Gloom Included",2011-12-12,368,368,2.0273330211639404,2.041332960128784,2.001332998275757,2.0293331146240234,11380500
340,The Facebook Resisters ; New Challenge to a Murdoch Over Hacking ; The Facebook Resisters ; New Challenge to a Murdoch Over Hacking,2011-12-13,369,369,1.963333010673523,2.062000036239624,1.9273329973220825,2.0380001068115234,14911500
341,Readers Weigh In on Life With and Without Facebook ; Readers Weigh In on Life With and Without Facebook,2011-12-14,370,370,1.9019999504089355,1.9786670207977295,1.8666670322418213,1.9666670560836792,17458500
342,"Congress Takes Up a Partisan Battle, Again, Over Spending ; Omnibus Spending Bill Held Up as Congress Dickers Over Riders and Restrictions ; Would You Consider Deleting Your Facebook Account? ; Opinion Report: Congressional Insider Trading ; Daily Report: Congress Considers Bills to Prevent Piracy ; Congress Reaches Deal to Reauthorize and Revamp Small-Business Programs ; Your Life on Facebook, in Total Recall ; Facebook’s New Timeline: What Do You Want to Know? ; Today’s Scuttlebot: Facebook Timeline and a Steve Jobs iPhone Case ; ‘Like’ Facebook? Count Them Out ; Congress Takes Up a Partisan Battle, Again, Over Spending ; Omnibus Spending Bill Held Up as Congress Dickers Over Riders and Restrictions ; Would You Consider Deleting Your Facebook Account? ; Opinion Report: Congressional Insider Trading ; Daily Report: Congress Considers Bills to Prevent Piracy ; Congress Reaches Deal to Reauthorize and Revamp Small-Business Programs ; Your Life on Facebook, in Total Recall ; Facebook’s New Timeline: What Do You Want to Know? ; Today’s Scuttlebot: Facebook Timeline and a Steve Jobs iPhone Case ; ‘Like’ Facebook? Count Them Out",2011-12-15,371,371,1.9079999923706055,1.9446669816970825,1.8746670484542847,1.9113329648971558,10504500
343,"You’ve Got Application Questions? We’ll Have Answers, on Facebook ; A Congressional Conflict of Interest ; Congress Approves Pipeline Safety Bill ; Congress to Examine S.E.C. Settlement Policy ; You’ve Got Application Questions? We’ll Have Answers, on Facebook ; A Congressional Conflict of Interest ; Congress Approves Pipeline Safety Bill ; Congress to Examine S.E.C. Settlement Policy",2011-12-16,372,372,1.8666670322418213,1.9286669492721558,1.8653329610824585,1.9193329811096191,15445500
344,"With London Listing, Polymetal Chief Looks to Expand ; Should Students and Teachers Be Facebook Friends? ; With London Listing, Polymetal Chief Looks to Expand ; Should Students and Teachers Be Facebook Friends?",2011-12-19,373,373,1.850000023841858,1.899999976158142,1.824666976928711,1.8726669549942017,14805000
345,Reminder: The Choice Will Be Live on Facebook Tonight (and Wednesday and Thursday) ; Losing Friends on Facebook ; Today’s Scuttlebot: Counting Google+ and Facebook’s New Home ; Reminder: The Choice Will Be Live on Facebook Tonight (and Wednesday and Thursday) ; Losing Friends on Facebook ; Today’s Scuttlebot: Counting Google+ and Facebook’s New Home,2011-12-20,374,374,1.8600000143051147,1.8966670036315918,1.8480000495910645,1.8700000047683716,12649500
346,"The Choice Q. and A. on Facebook: A Recap, and an Invitation ; The Ebert and Roeper of Sci-Fi Arch Metal Bands ; Hacked Chamber of Commerce Opposed Cybersecurity Law ; The Choice Q. and A. on Facebook: A Recap, and an Invitation ; The Ebert and Roeper of Sci-Fi Arch Metal Bands ; Hacked Chamber of Commerce Opposed Cybersecurity Law",2011-12-21,375,375,1.8380000591278076,1.8713330030441284,1.73533296585083,1.8606669902801514,25582500
347,"John Chamberlain, Who Wrested Rough Magic From Scrap Metal, Dies at 84 ; The Choice Q. and A. on Facebook: An Invitation to Juniors, and a Recap ; Year in Media | Phone-Hacking Scandal Rattles the Murdochs ; 5 Tips for Teachers to Navigate Facebook's Features and Risks ; For Juniors: Homework for Thursday’s Facebook Chat (and Holiday Break) ; John Chamberlain, Who Wrested Rough Magic From Scrap Metal, Dies at 84 ; The Choice Q. and A. on Facebook: An Invitation to Juniors, and a Recap ; Year in Media | Phone-Hacking Scandal Rattles the Murdochs ; 5 Tips for Teachers to Navigate Facebook's Features and Risks ; For Juniors: Homework for Thursday’s Facebook Chat (and Holiday Break)",2011-12-22,376,376,1.8513330221176147,1.8700000047683716,1.8200000524520874,1.840000033378601,15141000
348,"Social Fixer Makes Facebook More Fun and Functional ; Facebook Gives Users a Primer on Ads ; A Recap From the Third (and Final) Night of the Choice Blog’s Live Chat on Facebook ; The Congressional Fan Base ; Lessons Learned in Congress, or a Sign of Things to Come? ; Social Fixer Makes Facebook More Fun and Functional ; Facebook Gives Users a Primer on Ads ; A Recap From the Third (and Final) Night of the Choice Blog’s Live Chat on Facebook ; The Congressional Fan Base ; Lessons Learned in Congress, or a Sign of Things to Come?",2011-12-23,377,377,1.8600000143051147,1.8666670322418213,1.8346669673919678,1.8666670322418213,8871000
349,A Growing Divide Between Congress and Constituents ; A Growing Divide Between Congress and Constituents,2011-12-27,378,378,1.9046670198440552,1.9179999828338623,1.8426669836044312,1.843999981880188,11662500
350,Truth and Facebook ; Truth and Facebook,2011-12-29,380,380,1.9153330326080322,1.9559999704360962,1.9033329486846924,1.906000018119812,7323000
351,Jildy App Sorts Your Facebook Friends for You ; The Facebook Auteur ; Jildy App Sorts Your Facebook Friends for You ; The Facebook Auteur,2011-12-30,381,381,1.9040000438690186,1.9320000410079956,1.8833329677581787,1.8993330001831055,5097000
352,9/11 Relatives Who Suspect Hacking Await Answers ; Today’s Scuttlebot: Emoting Robots and the Stalin of Facebook ; 9/11 Relatives Who Suspect Hacking Await Answers ; Today’s Scuttlebot: Emoting Robots and the Stalin of Facebook,2012-01-03,382,382,1.871999979019165,1.9666670560836792,1.8433330059051514,1.929332971572876,13921500
353,"Facebook Aside, Market for I.P.O.’s Stays Cool ; Turning Facebook Followers Into Online Focus Groups ; Facebook Aside, Market for I.P.O.’s Stays Cool ; Turning Facebook Followers Into Online Focus Groups",2012-01-05,384,384,1.8079999685287476,1.8619999885559082,1.7899999618530273,1.8506669998168945,15082500
354,Recent Fights in Congress Could Be Just Warm-Ups ; Obama Takes Aim at Congress to Hurt His G.O.P. Rivals ; Study Says Looks Matter as TV Covers Congress ; Democrats See Hopes Rise in Battle to Control Congress ; Can Students Be Required to Join Facebook? ; Recent Fights in Congress Could Be Just Warm-Ups ; Obama Takes Aim at Congress to Hurt His G.O.P. Rivals ; Study Says Looks Matter as TV Covers Congress ; Democrats See Hopes Rise in Battle to Control Congress ; Can Students Be Required to Join Facebook?,2012-01-06,385,385,1.7940000295639038,1.852666974067688,1.7606669664382935,1.8133330345153809,14794500
355,"As He Takes Aim at Congress, Obama Risks Hitting Democrats ; Ed Jenkins of Georgia, 78; Served in Congress 16 Years ; As He Takes Aim at Congress, Obama Risks Hitting Democrats ; Ed Jenkins of Georgia, 78; Served in Congress 16 Years",2012-01-09,386,386,1.8166669607162476,1.8326669931411743,1.7413330078125,1.7999999523162842,13455000
356,Citibank Lets Loyalty Members Pool Points on Facebook ; Citibank Lets Loyalty Members Pool Points on Facebook,2012-01-10,387,387,1.841333031654358,1.8506669998168945,1.8166669607162476,1.829332947731018,10077000
357,Icahn Drops Bid for Commercial Metals ; Icahn Drops Bid for Commercial Metals,2012-01-11,388,388,1.8819999694824219,1.8919999599456787,1.8200000524520874,1.841333031654358,10084500
358,"Jan. 12, 1915 | Congress Votes Against Women’s Suffrage Amendment ; London Metal Exchange to Review Takeover Bids in February ; Digital Notes: New Facebook Tool Lets Users Listen Together ; Jan. 12, 1915 | Congress Votes Against Women’s Suffrage Amendment ; London Metal Exchange to Review Takeover Bids in February ; Digital Notes: New Facebook Tool Lets Users Listen Together",2012-01-12,389,389,1.8833329677581787,1.9079999923706055,1.8539999723434448,1.8986669778823853,10939500
359,Google’s New Search Results Raise Privacy and Antitrust Concerns ; Obama Bid to Cut the Government Tests Congress ; Congress’s Chaplains Try to Instill Civility in a Quarrelsome Flock ; Google’s New Search Results Raise Privacy and Antitrust Concerns ; Obama Bid to Cut the Government Tests Congress ; Congress’s Chaplains Try to Instill Civility in a Quarrelsome Flock,2012-01-13,390,390,1.519333004951477,1.899999976158142,1.5093330144882202,1.8933329582214355,82506000
360,Daily Report: Facebook Plans to Name Names in Fight Against Worm ; Daily Report: Facebook Plans to Name Names in Fight Against Worm,2012-01-17,391,391,1.773332953453064,1.8226670026779175,1.7606669664382935,1.7746670246124268,69774000
361,"MTV’s Latest Facebook App is About Scholarships, Not Snooki ; G.O.P. in Congress Gets Blame for Gridlock ; Court Sanctions Man Who Claims to Own Facebook Stake ; Rejecting Pipeline Proposal, Obama Blames Congress ; MTV’s Latest Facebook App is About Scholarships, Not Snooki ; G.O.P. in Congress Gets Blame for Gridlock ; Court Sanctions Man Who Claims to Own Facebook Stake ; Rejecting Pipeline Proposal, Obama Blames Congress",2012-01-18,392,392,1.7873330116271973,1.7920000553131104,1.75,1.7793329954147339,18903000
362,Hudson Valley Democrat Won’t Seek 11th Term in Congress ; Facebook Adds New Apps to Its Timeline ; Murdoch Settles Suits by Dozens of Victims of Hacking ; TimesCast | Phone Hacking Settlements ; Today’s Scuttlebot: Facebook Verbs and Taming E-Mail Alerts ; Hudson Valley Democrat Won’t Seek 11th Term in Congress ; Facebook Adds New Apps to Its Timeline ; Murdoch Settles Suits by Dozens of Victims of Hacking ; TimesCast | Phone Hacking Settlements ; Today’s Scuttlebot: Facebook Verbs and Taming E-Mail Alerts,2012-01-19,393,393,1.784000039100647,1.8493330478668213,1.7740000486373901,1.8126670122146606,18694500
363,"After an Online Firestorm, Congress Shelves Antipiracy Bills ; After an Online Firestorm, Congress Shelves Antipiracy Bills",2012-01-20,394,394,1.773332953453064,1.7999999523162842,1.7599999904632568,1.7933330535888672,9934500
364,"Q&A: Facing Off With Facebook ; Complications of Hacking the Planet ; An Antitrust Chief at Justice Is Leaving ; The long reach of a toxic metal; the outsized importance of a just one second; and discussing disgust ; On Super Bowls, Elections and Stock Prices ; Q&A: Facing Off With Facebook ; Complications of Hacking the Planet ; An Antitrust Chief at Justice Is Leaving ; The long reach of a toxic metal; the outsized importance of a just one second; and discussing disgust ; On Super Bowls, Elections and Stock Prices",2012-01-23,395,395,1.7846670150756836,1.8140000104904175,1.773332953453064,1.7873330116271973,8919000
365,Gabrielle Giffords Resigns From Congress ; Facebook Readies Timeline Takeover ; Facebook’s Sandberg Gently Warns Europe About Privacy Rules ; Gabrielle Giffords Resigns From Congress ; Facebook Readies Timeline Takeover ; Facebook’s Sandberg Gently Warns Europe About Privacy Rules,2012-01-24,396,396,1.8279999494552612,1.8453329801559448,1.762666940689087,1.775333046913147,12870000
366,"Netflix to Issue Earnings Report, First Since Consumer Backlash Over Its Spin-Off Plan ; As I.P.O. Looms, Facebook Halts Clearing of Trades ; Netflix to Issue Earnings Report, First Since Consumer Backlash Over Its Spin-Off Plan ; As I.P.O. Looms, Facebook Halts Clearing of Trades",2012-01-25,397,397,1.8646670579910278,1.8673330545425415,1.803333044052124,1.8179999589920044,9168000
367,Facebook Chat About the ‘iEconomy’ Series ; Selling a Business on Facebook ; Facebook Chat About the ‘iEconomy’ Series ; Selling a Business on Facebook,2012-01-26,398,398,1.929332971572876,1.972000002861023,1.8666670322418213,1.8713330030441284,19066500
368,Massachusetts: Congressman Will Marry His Partner ; Congress To Hear From MF Global’s Former Risk Chiefs ; Buzz on a Facebook I.P.O. Grows Louder ; Massachusetts: Congressman Will Marry His Partner ; Congress To Hear From MF Global’s Former Risk Chiefs ; Buzz on a Facebook I.P.O. Grows Louder,2012-01-27,399,399,1.9553329944610596,1.9813330173492432,1.899999976158142,1.899999976158142,11226000
369,Facebook Users to Put Political Views Up in Lights on Times Square ; China Says It Curbed Spill of Toxic Metal in River ; Bill to Prohibit Insider Trading by Members of Congress Advances in Senate ; Today’s Scuttlebot:   F.D.A.’s Lack of Privacy and Facebook Ticker Symbols ; Facebook Users to Put Political Views Up in Lights on Times Square ; China Says It Curbed Spill of Toxic Metal in River ; Bill to Prohibit Insider Trading by Members of Congress Advances in Senate ; Today’s Scuttlebot:   F.D.A.’s Lack of Privacy and Facebook Ticker Symbols,2012-01-30,400,400,1.9713330268859863,1.9739999771118164,1.9019999504089355,1.965999960899353,10935000
370,Iranian Authorities Arrest Four Over Facebook Beauty Contest ; Rare Earth Metal Refinery Nears Approval ; Facebook Said to Be Planning for I.P.O. Filing on Wednesday ; Iranian Authorities Arrest Four Over Facebook Beauty Contest ; Rare Earth Metal Refinery Nears Approval ; Facebook Said to Be Planning for I.P.O. Filing on Wednesday,2012-01-31,401,401,1.937999963760376,2.0,1.9246670007705688,1.9933329820632935,14346000
